episode,frames,episode_reward,episode_len,epsilon,loss,success
1,100,0,100,0.9994722222222222,6.959137183220087e-05,0
2,200,0,100,0.9989444444444444,2.66889148088012e-05,0
3,300,0,100,0.9984166666666666,1.6024197370825278e-05,0
4,400,0,100,0.9978888888888889,1.3724579157496918e-05,0
5,500,0,100,0.9973611111111111,8.44301132929104e-06,0
6,600,0,100,0.9968333333333333,8.197607330657775e-06,0
7,700,0,100,0.9963055555555556,7.317828892610123e-06,0
8,800,0,100,0.9957777777777778,7.3056352550793234e-06,0
9,900,0,100,0.99525,6.160654121458719e-06,0
10,1000,0,100,0.9947222222222222,6.484135880100439e-06,0
11,1100,0,100,0.9941944444444445,3.4712748201854994e-05,0
12,1200,0,100,0.9936666666666667,1.4134655355064752e-05,0
13,1300,0,100,0.9931388888888889,9.241077068509184e-06,0
14,1400,0,100,0.9926111111111111,6.891660096925989e-06,0
15,1500,0,100,0.9920833333333333,5.8309069413553515e-06,0
16,1600,0,100,0.9915555555555555,4.411848027530141e-06,0
17,1700,0,100,0.9910277777777777,4.898151382803917e-06,0
18,1800,0,100,0.9905,3.815228492385358e-06,0
19,1900,0,100,0.9899722222222223,4.4470410819030805e-06,0
20,2000,0,100,0.9894444444444445,4.944402649016411e-06,0
21,2100,0,100,0.9889166666666667,2.2449552320722434e-05,0
22,2200,0,100,0.9883888888888889,1.1403027281176037e-05,0
23,2300,0,100,0.9878611111111111,7.195373666490923e-06,0
24,2400,0,100,0.9873333333333333,6.643641872869921e-06,0
25,2500,0,100,0.9868055555555556,5.861254929868665e-06,0
26,2600,0,100,0.9862777777777778,4.339807428550558e-06,0
27,2700,0,100,0.98575,4.209976576703412e-06,0
28,2713,0.883,13,0.9856813888888889,9.970250807082966e-05,1
29,2813,0,100,0.9851536111111111,0.00032400339549894854,0
30,2913,0,100,0.9846258333333333,2.671295608706714e-05,0
31,3013,0,100,0.9840980555555555,2.0298845843171876e-05,0
32,3113,0,100,0.9835702777777777,4.5990344870006086e-05,0
33,3213,0,100,0.9830425,3.6843989728367885e-05,0
34,3313,0,100,0.9825147222222222,0.00011105563962246379,0
35,3413,0,100,0.9819869444444445,2.652921079970838e-05,0
36,3482,0.379,69,0.9816227777777777,2.236794854479081e-05,1
37,3582,0,100,0.981095,5.681517364337196e-05,0
38,3634,0.532,52,0.9808205555555556,3.134723739934158e-05,1
39,3734,0,100,0.9802927777777778,9.923814310241142e-05,0
40,3834,0,100,0.979765,1.9909689717678704e-05,0
41,3934,0,100,0.9792372222222222,1.5856406421335122e-05,0
42,3951,0.847,17,0.9791475,0.00011565851627892698,1
43,4051,0,100,0.9786197222222223,0.0004146461292748427,0
44,4151,0,100,0.9780919444444445,0.00025569982863089536,0
45,4251,0,100,0.9775641666666667,0.00016354991666958085,0
46,4351,0,100,0.9770363888888889,0.00012582068035044358,0
47,4451,0,100,0.9765086111111111,7.999244118764182e-05,0
48,4551,0,100,0.9759808333333333,5.885791861146572e-05,0
49,4651,0,100,0.9754530555555555,5.135962471285893e-05,0
50,4751,0,100,0.9749252777777778,3.795111583713151e-05,0
51,4851,0,100,0.9743975,4.413588835632254e-05,0
52,4951,0,100,0.9738697222222222,3.489011203782866e-05,0
53,5051,0,100,0.9733419444444444,0.00012171263900199847,0
54,5151,0,100,0.9728141666666666,0.00015111665441509104,0
55,5251,0,100,0.9722863888888889,0.00019676143398100976,0
56,5351,0,100,0.9717586111111112,0.0001640144809425692,0
57,5451,0,100,0.9712308333333334,0.00016961185863692663,0
58,5551,0,100,0.9707030555555556,7.74800675753795e-05,0
59,5651,0,100,0.9701752777777778,8.193519362976077e-05,0
60,5751,0,100,0.9696475,6.250645421459922e-05,0
61,5851,0,100,0.9691197222222222,8.320331666254788e-05,0
62,5951,0,100,0.9685919444444444,6.071403392525099e-05,0
63,6051,0,100,0.9680641666666666,0.00014761968526727287,0
64,6151,0,100,0.9675363888888889,0.00018682595054997364,0
65,6251,0,100,0.9670086111111111,0.00014995465930041973,0
66,6351,0,100,0.9664808333333333,0.00011407638969103573,0
67,6451,0,100,0.9659530555555556,0.00018424890011374374,0
68,6551,0,100,0.9654252777777778,0.0001080849459322053,0
69,6651,0,100,0.9648975,8.532517666026251e-05,0
70,6751,0,100,0.9643697222222223,5.865843182618846e-05,0
71,6851,0,100,0.9638419444444445,6.159589147500811e-05,0
72,6951,0,100,0.9633141666666667,5.190234321162279e-05,0
73,7051,0,100,0.9627863888888889,0.00010456354483721952,0
74,7151,0,100,0.9622586111111111,0.00014491497537164833,0
75,7251,0,100,0.9617308333333333,0.00014251861568482127,0
76,7351,0,100,0.9612030555555555,0.00015563737957563717,0
77,7451,0,100,0.9606752777777778,0.0001224519350034825,0
78,7551,0,100,0.9601475,0.00010277832923748065,0
79,7651,0,100,0.9596197222222222,7.842281132980133e-05,0
80,7751,0,100,0.9590919444444445,9.324116039351794e-05,0
81,7851,0,100,0.9585641666666667,6.020351205734187e-05,0
82,7951,0,100,0.9580363888888889,8.416847869739285e-05,0
83,8051,0,100,0.9575086111111111,0.00015704433393693763,0
84,8151,0,100,0.9569808333333334,0.00014826519607595402,0
85,8251,0,100,0.9564530555555556,0.00016626292301225476,0
86,8351,0,100,0.9559252777777778,0.00016498196408065268,0
87,8451,0,100,0.9553975,0.00012728376623272197,0
88,8551,0,100,0.9548697222222222,0.00010251224513922352,0
89,8651,0,100,0.9543419444444444,9.820590497838566e-05,0
90,8751,0,100,0.9538141666666666,8.796836717010592e-05,0
91,8808,0.487,57,0.9535133333333333,8.674014022465583e-05,1
92,8908,0,100,0.9529855555555555,8.716343800188042e-05,0
93,9008,0,100,0.9524577777777777,0.00010334217357012676,0
94,9108,0,100,0.95193,0.00015879763530392664,0
95,9208,0,100,0.9514022222222223,0.00016562781780521618,0
96,9308,0,100,0.9508744444444445,0.00012439602209269652,0
97,9408,0,100,0.9503466666666667,0.00014138314487354363,0
98,9508,0,100,0.9498188888888889,0.00011544527264049975,0
99,9608,0,100,0.9492911111111111,8.335718974194605e-05,0
100,9708,0,100,0.9487633333333333,9.960653851521783e-05,0
101,9717,0.919,9,0.9487158333333333,0.00021178441198167598,1
102,9817,0,100,0.9481880555555555,0.00018696719142099027,0
103,9917,0,100,0.9476602777777778,0.00010583455743471859,0
104,10017,0,100,0.9471325,0.0001105283829565451,0
105,10117,0,100,0.9466047222222223,0.00022421052020945353,0
106,10217,0,100,0.9460769444444445,0.00015254411748173878,0
107,10317,0,100,0.9455491666666667,0.00014351693294884172,0
108,10417,0,100,0.9450213888888889,0.0001429135968282935,0
109,10517,0,100,0.9444936111111111,0.00017173637152154698,0
110,10617,0,100,0.9439658333333334,0.0001330737559874251,0
111,10667,0.55,50,0.9437019444444444,0.0001288409307016991,1
112,10767,0,100,0.9431741666666666,0.00011326325628033374,0
113,10867,0,100,0.9426463888888889,8.964678638221812e-05,0
114,10967,0,100,0.9421186111111111,9.437589327717433e-05,0
115,11067,0,100,0.9415908333333334,0.0001366149290697649,0
116,11167,0,100,0.9410630555555556,0.0001590782680250413,0
117,11267,0,100,0.9405352777777778,0.00013931767447502352,0
118,11367,0,100,0.9400075,0.00015785972853336717,0
119,11467,0,100,0.9394797222222222,0.0001326639444232569,0
120,11567,0,100,0.9389519444444444,0.00010479789780220017,0
121,11667,0,100,0.9384241666666667,0.00011350061648045084,0
122,11767,0,100,0.9378963888888889,0.00013902433256589574,0
123,11867,0,100,0.9373686111111111,0.00010298679659172194,0
124,11967,0,100,0.9368408333333333,9.149785055342363e-05,0
125,12067,0,100,0.9363130555555556,0.00015797671418113168,0
126,12069,0.982,2,0.9363025,0.00016258956384263001,1
127,12169,0,100,0.9357747222222222,0.0001576242672672379,0
128,12269,0,100,0.9352469444444445,0.00017721984504532885,0
129,12369,0,100,0.9347191666666667,0.00013994081200507935,0
130,12469,0,100,0.9341913888888889,0.00011936243488889886,0
131,12569,0,100,0.9336636111111111,0.00012475286246626637,0
132,12669,0,100,0.9331358333333333,0.00011856912651637685,0
133,12717,0.5680000000000001,48,0.9328825000000001,0.00012931548531014414,1
134,12817,0,100,0.9323547222222223,0.00010805882120621391,0
135,12917,0,100,0.9318269444444445,9.974543207135866e-05,0
136,13017,0,100,0.9312991666666667,9.856697313807672e-05,0
137,13117,0,100,0.9307713888888889,0.00016833291458169696,0
138,13217,0,100,0.9302436111111111,0.00012105537978641224,0
139,13317,0,100,0.9297158333333333,0.00014699177063448587,0
140,13395,0.29799999999999993,78,0.9293041666666667,0.00013501125366206115,1
141,13467,0.352,72,0.9289241666666667,0.00011535364135145048,1
142,13567,0,100,0.9283963888888889,0.00012043820799590322,0
143,13667,0,100,0.9278686111111111,0.00010882872082220274,0
144,13767,0,100,0.9273408333333333,0.00010690628201700747,0
145,13867,0,100,0.9268130555555556,0.00011964123012148776,0
146,13967,0,100,0.9262852777777778,9.632547633373179e-05,0
147,14067,0,100,0.9257575,0.00013505664846888977,0
148,14167,0,100,0.9252297222222222,0.00016109359883557773,0
149,14267,0,100,0.9247019444444444,0.00012638336258532945,0
150,14367,0,100,0.9241741666666666,0.00012010295231448253,0
151,14467,0,100,0.9236463888888888,0.00011510057180203148,0
152,14567,0,100,0.9231186111111112,0.0001111817138371407,0
153,14667,0,100,0.9225908333333334,0.00010977580906910589,0
154,14767,0,100,0.9220630555555556,0.00011927746196306543,0
155,14867,0,100,0.9215352777777778,0.00011835077239084058,0
156,14967,0,100,0.9210075,9.975396667869063e-05,0
157,15067,0,100,0.9204797222222222,0.0001462898358659004,0
158,15167,0,100,0.9199519444444444,0.00012496135877881898,0
159,15267,0,100,0.9194241666666667,0.00012461654894650566,0
160,15299,0.712,32,0.9192552777777778,0.00013924411882726417,1
161,15399,0,100,0.9187275,0.0001462229300159379,0
162,15499,0,100,0.9181997222222222,0.00011855054095576634,0
163,15599,0,100,0.9176719444444444,0.00011356593788150349,0
164,15699,0,100,0.9171441666666666,0.00011033913866413058,0
165,15799,0,100,0.9166163888888889,0.00010839862774446374,0
166,15844,0.595,45,0.9163788888888889,9.872404092069095e-05,1
167,15944,0,100,0.9158511111111112,0.00012124496835895115,0
168,16044,0,100,0.9153233333333334,0.00014100552783929743,0
169,16144,0,100,0.9147955555555556,0.0001820354075061914,0
170,16244,0,100,0.9142677777777778,0.00012971479998668655,0
171,16344,0,100,0.91374,0.00016651333578920457,0
172,16444,0,100,0.9132122222222222,0.00013983896173158427,0
173,16544,0,100,0.9126844444444444,0.0001396530521742534,0
174,16644,0,100,0.9121566666666667,0.00012730313013889827,0
175,16744,0,100,0.9116288888888889,0.00011884060037118615,0
