episode,episode_reward,episode_len,epsilon,loss
0,0.5,3,0.9999683333333333,
1,3.0,7,0.9999366666666667,
2,-0.5,3,0.999905,
3,-3.0,7,0.9998733333333334,
4,0.5,3,0.9998416666666667,
5,-1.0,5,0.9998100000000001,
6,-3.0,8,0.9997783333333334,
7,0.5,3,0.9997466666666668,
8,-0.5,3,0.9997150000000001,
9,0.5,3,0.9996833333333335,
10,0.5,3,0.9996516666666668,
11,-0.5,3,0.9996200000000002,
12,-1.0,6,0.9995883333333335,
13,-5.0,8,0.9995566666666669,
14,1.0,4,0.9995250000000002,
15,1.0,4,0.9994933333333336,
16,0.0,8,0.9994616666666669,
17,-3.0,6,0.9994300000000003,
18,0.5,3,0.9993983333333336,
19,-4.0,7,0.999366666666667,
20,-0.5,3,0.9993350000000003,
21,-1.0,4,0.9993033333333337,
22,-0.5,3,0.999271666666667,
23,-2.0,5,0.9992400000000004,2.7164957523345947
24,-0.5,3,0.9992083333333337,2.6080604791641235
25,1.0,4,0.999176666666667,2.29362154006958
26,7.0,8,0.9991450000000004,2.389811098575592
27,-0.5,3,0.9991133333333337,3.169493556022644
28,-0.5,3,0.9990816666666671,3.22390353679657
29,-2.0,7,0.9990500000000004,2.632054328918457
30,-1.0,6,0.9990183333333338,2.076929489771525
31,3.0,7,0.9989866666666671,2.29089347521464
32,0.5,3,0.9989550000000005,1.1969921588897705
33,1.0,6,0.9989233333333338,1.9651063283284504
34,-1.0,4,0.9988916666666672,1.4707086384296417
35,-2.0,6,0.9988600000000005,1.247495412826538
36,-1.0,4,0.9988283333333339,1.5491787195205688
37,0.0,8,0.9987966666666672,0.8007894158363342
38,-3.0,9,0.9987650000000006,0.5784924805164338
39,0.0,6,0.9987333333333339,0.9839496413866679
40,-1.0,4,0.9987016666666673,0.5141970664262772
41,-5.0,8,0.9986700000000006,0.6960344761610031
42,0.5,3,0.998638333333334,0.6860212087631226
43,-1.0,4,0.9986066666666673,0.38019131124019623
44,-2.0,5,0.9985750000000007,0.43867553273836773
45,0.5,3,0.998543333333334,0.4252653419971466
46,-2.0,5,0.9985116666666674,0.2691870679457982
47,-2.0,5,0.9984800000000007,0.2593230952819188
48,-1.0,4,0.998448333333334,0.17557941004633904
49,-1.0,5,0.9984166666666674,0.1716605524222056
50,-2.0,5,0.9983850000000007,0.2197565883398056
51,-2.0,5,0.9983533333333341,0.13738062232732773
52,-2.0,5,0.9983216666666674,0.11197477579116821
53,2.0,6,0.9982900000000008,0.1696624457836151
54,-0.5,3,0.9982583333333341,0.17096639424562454
55,5.0,8,0.9982266666666675,0.18952177837491035
56,-2.0,5,0.9981950000000008,0.6337307766079903
57,0.5,3,0.9981633333333342,0.072244793176651
58,6.0,8,0.9981316666666675,1.0440116375684738
59,0.5,3,0.9981000000000009,0.23940913379192352
60,-0.5,3,0.9980683333333342,1.1814701482653618
61,-6.0,7,0.9980366666666676,0.97210360566775
62,4.0,7,0.9980050000000009,1.8336654206116993
63,-3.0,6,0.9979733333333343,1.7023219093680382
64,3.0,7,0.9979416666666676,2.5106287399927774
65,-4.0,6,0.997910000000001,0.739367832740148
66,-0.5,3,0.9978783333333343,0.8127116039395332
67,0.5,3,0.9978466666666677,2.6147544384002686
68,4.0,7,0.997815000000001,0.6343352943658829
69,-0.5,3,0.9977833333333344,0.6351830363273621
70,-0.5,3,0.9977516666666677,0.2786381393671036
71,-0.5,3,0.997720000000001,0.6470286771655083
72,-1.0,6,0.9976883333333344,0.39500035469730693
73,-0.5,3,0.9976566666666677,1.1161446869373322
74,-2.0,6,0.9976250000000011,1.2213712483644485
75,-1.0,5,0.9975933333333344,0.5294185231129328
76,-0.5,3,0.9975616666666678,1.0153862088918686
77,1.0,4,0.9975300000000011,0.4529091343283653
78,0.0,7,0.9974983333333345,0.6390664180119833
79,-5.0,9,0.9974666666666678,0.7437996447086335
80,-1.0,4,0.9974350000000012,0.43801406025886536
81,-1.0,6,0.9974033333333345,0.6269132196903229
82,0.5,3,0.9973716666666679,1.4074068069458008
83,1.0,6,0.9973400000000012,0.492611289024353
84,-3.0,8,0.9973083333333346,0.1144379349425435
85,0.0,7,0.9972766666666679,0.35460029790798825
86,0.0,6,0.9972450000000013,0.1970026046037674
87,1.0,4,0.9972133333333346,0.05445205420255661
88,-0.5,3,0.997181666666668,0.529930591583252
89,0.5,3,0.9971500000000013,0.27751070261001587
90,0.5,3,0.9971183333333347,0.12294664978981018
91,4.0,6,0.997086666666668,0.16633646873136362
92,-1.0,4,0.9970550000000014,0.07433871552348137
93,0.5,3,0.9970233333333347,0.8347942233085632
94,-0.5,3,0.996991666666668,0.11730683967471123
95,-0.5,3,0.9969600000000014,0.3989466708153486
96,-3.0,8,0.9969283333333347,0.3679704163223505
97,0.0,7,0.9968966666666681,0.18268866961201033
98,-0.5,3,0.9968650000000014,0.4570101276040077
99,-1.0,4,0.9968333333333348,0.26551494002342224
100,1.0,4,0.9968016666666681,0.11516663804650307
101,0.5,3,0.9967700000000015,0.1253046840429306
102,-1.0,5,0.9967383333333348,0.14837530006965002
103,1.0,6,0.9967066666666682,0.08421333879232407
104,1.0,6,0.9966750000000015,0.5293214494983355
105,4.0,6,0.9966433333333349,0.09350367138783137
106,-0.5,3,0.9966116666666682,0.1281505450606346
107,-0.5,3,0.9965800000000016,0.2992098331451416
108,-2.0,6,0.9965483333333349,0.04701258117953936
109,-0.5,3,0.9965166666666683,0.03926808200776577
110,-2.0,7,0.9964850000000016,0.3824688643217087
111,-1.0,4,0.996453333333335,0.11073310300707817
112,-0.5,3,0.9964216666666683,0.149262435734272
113,0.5,3,0.9963900000000017,0.0540204718708992
114,1.0,4,0.996358333333335,0.10401070490479469
115,-2.0,5,0.9963266666666684,0.10017186154921849
116,-1.0,5,0.9962950000000017,0.04734262079000473
117,1.0,6,0.996263333333335,0.07759309063355128
118,-3.0,6,0.9962316666666684,0.09922717760006587
119,1.0,4,0.9962000000000018,0.07231921330094337
120,-1.0,6,0.9961683333333351,0.07151321445902188
121,-0.5,3,0.9961366666666684,0.06405032239854336
122,0.5,3,0.9961050000000018,0.059054095298051834
123,1.0,6,0.9960733333333351,0.05108261853456497
124,0.5,3,0.9960416666666685,0.17708922922611237
125,7.0,8,0.9960100000000018,0.03661584435030818
126,1.0,6,0.9959783333333352,0.286729633808136
127,-1.0,4,0.9959466666666685,0.1578190829604864
128,3.0,6,0.9959150000000019,0.05370147402087847
129,2.0,7,0.9958833333333352,0.047894143188993134
130,-0.5,3,0.9958516666666686,0.37786058709025383
131,-1.0,4,0.9958200000000019,0.08721019513905048
132,-0.5,3,0.9957883333333353,0.2683337666094303
